question,answer,school,stage,category,risk_level,source_url,updated_at
How can I get information on programmes and admission?,"Please visit our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website for details of our admissions policies, programmes on offer and their entrance requirements, and other admission-related information before you submit an application. Once you have selected a suitable programme, you are encouraged to apply as early as possible since our academic departments will consider applications on a rolling basis until all the places are filled.",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How do I apply?,"Applications are received online via eAdmission system (https://www38.polyu.edu.hk/eAdmission/index.do) . Please note that our University does not authorize any person, organisation or agency for student recruitment purposes. Interested person should submit your application to us via eAdmission (https://www38.polyu.edu.hk/eAdmission/index.do) directly.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Who are non-local applicants?,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/non-local-applicants-tpg) for the definition of non-local applicants. The levels of tuition fees for local and non-local students are different for some programmes. It is therefore important for applicants to indicate their identity correctly when they submit their application(s).,PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What are the entrance requirements for admission to Taught Postgraduate programmes?,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/admission-requirements-tpg) for details.,PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What are the selection criteria for admission?,"Applications will be considered on the basis of the information (such as academic achievements, professional qualifications and work experience) provided in the online application form.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I apply for admission if I do not meet the stipulated entrance requirements?,"Applicants with good calibre but without the relevant qualifications may also be admitted. These applicants must demonstrate sufficient motivation, knowledge and potential to complete the programme successfully.",PolyU,general,general,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Does PolyU accept UKVI IELTS for applying to taught postgraduate programmes?,"The contents and format for both IELTS and IELTS UKVI tests are actually the same. The UKVI number is for reference of the UK Government only. Therefore, you can continue using your IELTS UKVI result to apply for admission to our taught postgraduate programmes.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I apply for more than one programme at the same time?,Multiple applications are allowed for applicants seeking admission to our taught postgraduate programmes. You can make another application under the same account after you have submitted one application.,PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I apply for credit transfer?,"Applicants who have previously studied at a university, polytechnic or other post-secondary institution and completed subjects that are relevant to their chosen programme may be eligible for credit transfer. Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/credit-transfer-and-exemption-tpg) for details of the policy governing credit transfer.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What can I do if I do not intend to pursue a formal academic award but am interested in some subjects offered under some programmes?,The University has a provision for applicants to enrol on individual subjects which is processed on a semester basis. Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/subject-based-admission-tpg) for details.,PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
"What is the meaning of ""Mixed-mode"" study?","Classes are held in both daytime and evening. Students may attend classes in the daytime, evening or a combination of both. Mixed-mode programmes give students an option to engage in a full-time or part-time study load. This provides flexibility for them to determine their own pace of study.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Am I eligible for the financial assistance scheme?,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/financial-assistance-and-scholarships-tpg) for details.,PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Are non-local students eligible for financial assistance? Can they take up part-time jobs?,"Non-local students are not eligible for financial assistance from both the Government of the Hong Kong Special Administrative Region and PolyU. Therefore students have to ensure that they have adequate funds to cover tuition fees, accommodation and other expenses, including medical insurance before accepting the offer to study at PolyU. Notwithstanding the above, non-local students studying a full-time programme at degree level or above with a study period of not less than one academic year will be allowed to take up part-time on-campus employment and summer jobs subject to the conditions as stipulated by the Immigration Department of Hong Kong Special Administrative Region. Please refer to the Student Handbook (https://www.polyu.edu.hk/ar/web/en/for-polyu-students/student-handbook/index.html) for details.",PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Are non-local students eligible for applying for hall residence?,"Students of Taught Postgraduate programmes are NOT eligible for Students Halls of Residence. They have to secure their own accommodation in Hong Kong and may approach the Non-local Student Services Team (NLSST) for one-stop advisory service. Please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/) for details. To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission",PolyU,general,housing,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How much is the application fee?,"The application fee for admission to taught postgraduate programmes for 2027/28 is HK$600, except for Master of Business Administration (MBA) and doctorate programmes of Faculty of Business. The application fee for MBA is $800, while the fee of doctorate programmes of Faculty of Business is $1,200 for 2027/28 intake cohort. The fee is non-refundable and non-transferrable. You must settle the application fee upon submission of your online application, otherwise, your application will not be further processed. Please note that other than the specified application fee, you are not required to pay any money to any persons in connection with your application.",PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do if my results are not yet available when I submit my application?,"If you have not yet received your results/transcript(s)/certificate(s) when you apply, please indicate in your application the date on which they will be available. You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Should I submit additional/supporting documents?,"You are required to upload your identity document transcript(s)/certificate(s) in support of your qualifications and other documents (including official English translation if your documents are not in English) as specifically required for your programme choices when you submit your application. Please check the details at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section). Failure to complete the online application form properly and failure to submit the required documents may affect your chances of admission. You need not submit more documents than required as non-required documents will not be considered by departments. The academic department concerned may, in the selection process, approach you for clarification of your qualifications.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Should I submit documents to programme host departments directly?,"No. Please submit them together with your online application form, unless specified by individual programme host department.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do if my academic documents are not in English?,Please provide officially translated copies of the documents in addition to copies of the original documents; otherwise your application may not be considered.,PolyU,general,general,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Is IELTS or TOEFL compulsory for admission?,"Generally students are expected to fulfil English Language Requirement (https://www.polyu.edu.hk/study/pg/taught-postgraduate/admission-requirements-tpg) , English language qualifications other than IELTS and TOEFL will be considered individually on their own merits by the departments concerned. Applicants may be required to attend interviews or tests to further demonstrate their language proficiency.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do if I want to apply for credit transfer?,You are not required to specify this when you submit your application. The departments concerned will decide if credit transfer can be granted based on your qualifications. The total credits you are required to study will be shown on your Notice of Offer if you are given a study place.,PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I change my programme choice after submission?,"You are not allowed to change your programme choice after your application has been submitted. However, you may submit another application under the same account after you have submitted one application.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I apply for re-admission?,"If you have withdrawn from a programme of study at PolyU without completing the withdrawal procedures or have been required to withdraw in the previous academic year, you will not be considered for re-admission to the same programme in this academic year. Any fees paid will not be refunded. You are however still eligible to apply for admission to other programmes.",PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How will PolyU use the information collected from my application?,All information we collect from your application form will only be used for processing your application for admission to our programmes and for statistical and research purposes. Please refer to the Personal Information Collection Statement (https://www.polyu.edu.hk/ar/pics/) of PolyU for details. After Application Submission,PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I settle my application fee?,"You will see a payment reminder page after you have submitted your application. You can go directly to the ""Payment Page"" to settle your application fee immediately. Alternatively, you can log into your eAdmission account before the payment deadline to settle the fee at a later stage. For details of the payment methods, please click here (https://www.polyu.edu.hk/fo/students/fee-and-payment/payment-methods-for-applicants/) It normally takes 2 working days to transfer the payment record to PolyU, but it takes 5 working days if you pay via Flywire. Please make sure that your application fee is properly settled before the specified payment deadline. Otherwise, your application will not be further processed. We will accordingly cancel your application when the payment status is ""Overdue"". (Please log into your eAdmission account to check whether the payment status has been updated to ""Paid"" after you have settled the fee.)",PolyU,general,payment,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Is the application fee refundable?,The application fee is non-refundable and non-transferrable.,PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Where can I find my application number?,An application number will be assigned to you and shown on your online application once you have successfully submitted your application.,PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do if I want to submit additional/supporting documents after application submission?,"You are allowed to submit further documents after application submission, except if you are being considered for an offer. Please scan the documents and log into your eAdmission account for the upload. You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section). Please, however, note that you need not submit more documents than required as non-required documents will not be considered by departments.",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I verify my application data?,"Please log into your eAdmission account to verify your application data. If you cannot find your application data, please contact us (https://www.polyu.edu.hk/study/pg/enquiry) immediately (please quote your application number in all your correspondences with PolyU). As the information you entered in the online application form will form the basis on which your application will be considered, you should make sure that it is complete and accurate. Otherwise, your chances of admission may be affected, and any offer made will also be withdrawn if it is based on incomplete and inaccurate application data.",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I update my application data?,"Most of the data which you have entered, except for the programme choice(s), can be changed after your application has been submitted but before you are being considered for an offer. If you have indicated that your results are not yet available by filling out the ""Update Result Date"", you can update your results on or before the date specified. As the information you entered in the online application form will form the basis on which your application will be considered, you should make sure that it is complete and accurate. Otherwise, your chances of admission may be affected, and any offer made will also be withdrawn if it is based on incomplete and inaccurate application data.",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I know my application result?,"If you are given an offer or a conditional offer, you will be informed via email/SMS. You may also log into your eAdmission account from time to time to check the progress of your application. If there is no news by early September (for September entry) or mid-January (for January entry), you can assume that your application is unsuccessful. No separate notification will be sent for unsuccessful cases. Upon Receiving Offer",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do to accept an offer or a conditional offer?,"Please indicate your acceptance and settle the registration fee or tuition fee before the ""last day for payment"" displayed in the Notice of Offer, and register on the programme registration date as indicated on the Notice of Offer. (For conditional offer, you need to complete the procedures for meeting the conditions stated in the Notice of Offer beforehand.)",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I complete the meet condition(s) procedure?,"For meeting condition(s), please return to the Online Notice of Offer page via eAdmission to complete the procedures for ""Meeting Conditions"" when you have acquired the relevant qualifications on or before the ""Meet Condition Date"".",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What should I do to accept another offer from PolyU after I have paid the tuition fees for an earlier offer?,Please contact us (https://www.polyu.edu.hk/study/pg/enquiry) to transfer the fees already paid for the earlier offer to the other offer. Please remember to provide application number of both offers in your request. This arrangement only applies if both programmes lead to PolyU awards.,PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Can I enrol on two programmes at the same time?,"Students are not allowed to enrol concurrently on two full-time/sandwich programmes whether or not one of the programmes is offered by another institution. Except for programmes which do not lead to any formal award, students are not allowed to enrol concurrently on a full-time/sandwich programme and a part-time programme, or more than one part-time programmes, including those offered by another institution without any approval from the Head of your academic Department.",PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Is the tuition fee paid refundable?,All fees paid will not be refunded except in the case of programme cancellation.,PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
"When will the offer of a programme marked with ""subject to approval"" be confirmed?",You can assume that the offer is confirmed unless you are separately notified of its non-approval.,PolyU,general,offer_acceptance,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
What if the programme I have applied for is cancelled?,"In that case, both the tuition fee and application fee paid will be refunded to you.",PolyU,general,payment,medium,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
When should I submit my student visa application?,"It will normally take 8-10 weeks for the Immigration Department of HKSAR to process your application, therefore, you should complete and return the student visa application form with all the required documents to us by express post as soon as possible after you have accepted our offer. For details, please refer to offer confirmation section of the Notice of Offer in eAdmission.",PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
Do I need to provide proof of financial means with my student visa application?,The Hong Kong Immigration Department requires all non-local students to provide proof of their ability to pay tuition fees and living expenses upon submission of their student visa applications. This proof can take the form of personal or family bank letters/bank statements.,PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I check the status of my student visa application?,You can check the latest status of your student visa application via eAdmission (https://www38.polyu.edu.hk/eAdmission/index.do) from time to time.,PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
When can I receive my e-Visa?,"Once your visa application is approved, you will receive an email notification on how to download your e-Visa from the Hong Kong Immigration Department’s website. However, if you are given a conditional offer, you will only receive the email notification after you have met the condition(s) of your admission offer.",PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
"How should I submit my original test score report (i.e., GMAT, GRE, IETLS or TOEFL)?","If your score reports can be verified online, you should inform the relevant test/ examination provider to release the right to PolyU to verify your results online. PolyU's institutional code is CB8 for GMAT, 3404 for GRE and 0732 for TOEFL. IETLS score report could be verified online without an access code. You are therefore not required to request IELTS to send us the hard copy report unless you are asked to do so.",PolyU,general,general,low,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How can I check the status of qualification verification?,You can check the latest status of qualification verification via eAdmission (https://www38.polyu.edu.hk/eAdmission/index.do) from time to time.,PolyU,general,general,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
How to submit required documents for qualification verification?,Please refer to the Guidelines on Submission of Required Documents for Qualification Verification ( link (https://www.polyu.edu.hk/aradm/tpg/guidelines_qualification_verification.pdf) ) for details. Please note that all qualifications (except those obtained from PolyU and CityU) mentioned in your application should be submitted for verifications. Failure to do so or any discrepancies found may lead to nullification of your offer and registration at the University. Fees paid will not be refunded. You can only proceed with online programme registration after completion of qualification verification and approval of student visa application (if applicable). Fees / Financial Assistance (https://www.polyu.edu.hk/study/pg/taught-postgraduate/general-information-tpg),PolyU,general,visa,high,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,2026-06-29
