evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
hkust__apply_student_visa__required_document__0186_03,apply_student_visa,HKUST,visa,required_document,Please make use of the mailing cover when sending the supporting documents by courier to HKUST.,document; documents; mailing cover,What documents are required for the visa application?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__action_instruction__0186_04,apply_student_visa,HKUST,visa,action_instruction,Please make use of the mailing cover when sending the supporting documents by courier to HKUST.,Please make use of the mailing cover when sending the supporting documents by courier to HKUST.,What documents are required for the visa application?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__required_document__0187_00,apply_student_visa,HKUST,visa,required_document,It is important to show that you are well covered financially during your studies at HKUST (see sample application form).,application form,What amount should I put as financial proof?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__required_document__0187_01,apply_student_visa,HKUST,visa,required_document,"The Hong Kong Immigration Department requires documentary proof showing your financial standing, e.g. a photocopy of latest bank statement or passbook.",document; bank statement; passbook; financial standing; photo,What amount should I put as financial proof?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__required_document__0187_02,apply_student_visa,HKUST,visa,required_document,"If you are awarded a scholarship or a Postgraduate Studentship, please indicate the monthly amount in the application form.",application form,What amount should I put as financial proof?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__required_document__0188_00,apply_student_visa,HKUST,visa,required_document,"Please send your documents to the following address with your application number and program: HKUST Fok Ying Tung Graduate School Room 6418 (Lifts 25/26), Academic Building The Hong Kong University of Science and Technology Clear Water Bay, Kowloon Hong Kong Application Number: 6XXXXXXXXXX Program: PhD in XXXX",document; documents,Where should I send the visa application documents to?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__action_instruction__0188_01,apply_student_visa,HKUST,visa,action_instruction,"Please send your documents to the following address with your application number and program: HKUST Fok Ying Tung Graduate School Room 6418 (Lifts 25/26), Academic Building The Hong Kong University of Science and Technology Clear Water Bay, Kowloon Hong Kong Application Number: 6XXXXXXXXXX Program: PhD in XXXX","Please send your documents to the following address with your application number and program: HKUST Fok Ying Tung Graduate School Room 6418 (Lifts 25/26), Academic Building The Hong Kong University of Science and Technology Clear Water Bay, Kowloon Hong Kong Application Number: 6XXXXXXXXXX Program: PhD in XXXX",Where should I send the visa application documents to?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__action_instruction__0189_00,apply_student_visa,HKUST,visa,action_instruction,Login to check the status in the Visa System.,Login to check the status in the Visa System.,"I have sent my paper visa application, what’s next?",https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__required_document__0189_01,apply_student_visa,HKUST,visa,required_document,"Our office will closely monitor the progress of your application and update status in the system accordingly: ""Pending documents from applicant"" – please check with the courier service provider about the delivery status and ensure that you have sent the documents to the correct mailing address.",document; documents,"I have sent my paper visa application, what’s next?",https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__action_instruction__0189_02,apply_student_visa,HKUST,visa,action_instruction,"Our office will closely monitor the progress of your application and update status in the system accordingly: ""Pending documents from applicant"" – please check with the courier service provider about the delivery status and ensure that you have sent the documents to the correct mailing address.","Our office will closely monitor the progress of your application and update status in the system accordingly: ""Pending documents from applicant"" – please check with the courier service provider about the delivery status and ensure that you have sent the documents to the correct mailing address.","I have sent my paper visa application, what’s next?",https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__action_instruction__0189_03,apply_student_visa,HKUST,visa,action_instruction,"If mailing address is correct, please re-check the status in the Visa System a week from now.","If mailing address is correct, please re-check the status in the Visa System a week from now.","I have sent my paper visa application, what’s next?",https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__apply_student_visa__deadline__0189_04,apply_student_visa,HKUST,visa,deadline,“Processing by UST/Immigration” – things are in good order and we will further contact you when the application is approved.,“Processing by UST/Immigration” – things are in good order and we will further contact you when the application is approved.,"I have sent my paper visa application, what’s next?",https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
lingnan__pay_deposit__action_instruction__0192_00,pay_deposit,Lingnan,offer_acceptance,action_instruction,You are required to submit separate applications if you wish to make multiple applications for different programmes of our School.,You are required to submit separate applications if you wish to make multiple applications for different programmes of our School.,Can I apply for more than one programme? Will it affect my chance of success?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__pay_deposit__action_instruction__0192_01,pay_deposit,Lingnan,offer_acceptance,action_instruction,"However, applicants are not encouraged to switch to another programme once an admission offer has been accepted.","However, applicants are not encouraged to switch to another programme once an admission offer has been accepted.",Can I apply for more than one programme? Will it affect my chance of success?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__submit_conditions__required_document__0194_00,submit_conditions,Lingnan,offer_acceptance,required_document,Please click the website for details of the required supporting documents.,document; documents,What kind of supporting documents will be needed for considering my application?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__submit_conditions__action_instruction__0194_01,submit_conditions,Lingnan,offer_acceptance,action_instruction,Please click the website for details of the required supporting documents.,Please click the website for details of the required supporting documents.,What kind of supporting documents will be needed for considering my application?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__submit_conditions__action_instruction__0196_00,submit_conditions,Lingnan,offer_acceptance,action_instruction,"Generally, applicants are required to submit TOEFL or IELTS scores that meet the programme's requirements as proof of English proficiency.","Generally, applicants are required to submit TOEFL or IELTS scores that meet the programme's requirements as proof of English proficiency.","If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__submit_conditions__action_instruction__0196_01,submit_conditions,Lingnan,offer_acceptance,action_instruction,"If you have a CET6 score, you may also submit it for the Admissions Committee's consideration.","If you have a CET6 score, you may also submit it for the Admissions Committee's consideration.","If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__submit_conditions__action_instruction__0196_02,submit_conditions,Lingnan,offer_acceptance,action_instruction,"However, acceptance is ultimately subject to the specific policies of each programme.","However, acceptance is ultimately subject to the specific policies of each programme.","If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__apply_accommodation__deadline__0198_00,apply_accommodation,Lingnan,housing,deadline,Shortlisted applicants will be invited to an interview by the Programme Office within 2 to 3 weeks.,Shortlisted applicants will be invited to an interview by the Programme Office within 2 to 3 weeks.,Do I need to attend an interview?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,medium,2026-06-30
lingnan__accept_offer__deadline__0200_00,accept_offer,Lingnan,offer_acceptance,deadline,You can invite your referees to complete the recommendation letters (sample could be downloaded from the online admission system) and to send us by email admission office if they are not convenient to post it.,You can invite your referees to complete the recommendation letters (sample could be downloaded from the online admission system) and to send us by email admission office if they are not convenient to post it.,Do I need to submit reference letters?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__accept_offer__action_instruction__0200_01,accept_offer,Lingnan,offer_acceptance,action_instruction,You can invite your referees to complete the recommendation letters (sample could be downloaded from the online admission system) and to send us by email admission office if they are not convenient to post it.,You can invite your referees to complete the recommendation letters (sample could be downloaded from the online admission system) and to send us by email admission office if they are not convenient to post it.,Do I need to submit reference letters?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__accept_offer__action_instruction__0200_02,accept_offer,Lingnan,offer_acceptance,action_instruction,"Regarding the reference letter, kindly be alerted that we will not accept reference letters from personal email address(e.g., yahoo, Hotmail, gmail or other similar public system).","Regarding the reference letter, kindly be alerted that we will not accept reference letters from personal email address(e.g., yahoo, Hotmail, gmail or other similar public system).",Do I need to submit reference letters?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__accept_offer__deadline__0200_03,accept_offer,Lingnan,offer_acceptance,deadline,"Please inform your referees to send the soft copy of recommendation letters by their official, company or professional email address.","Please inform your referees to send the soft copy of recommendation letters by their official, company or professional email address.",Do I need to submit reference letters?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
lingnan__accept_offer__action_instruction__0200_04,accept_offer,Lingnan,offer_acceptance,action_instruction,"Please inform your referees to send the soft copy of recommendation letters by their official, company or professional email address.","Please inform your referees to send the soft copy of recommendation letters by their official, company or professional email address.",Do I need to submit reference letters?,https://www.ln.edu.hk/sgs/tpg/applications/faqs,low,2026-06-30
polyu__submit_conditions__action_url__0203_00,submit_conditions,PolyU,offer_acceptance,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate,https://www.polyu.edu.hk/study/pg/taught-postgraduate,How can I get information on programmes and admission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0203_01,submit_conditions,PolyU,offer_acceptance,deadline,"Please visit our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website for details of our admissions policies, programmes on offer and their entrance requirements, and other admission-related information before you submit an application.","Please visit our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website for details of our admissions policies, programmes on offer and their entrance requirements, and other admission-related information before you submit an application.",How can I get information on programmes and admission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0203_02,submit_conditions,PolyU,offer_acceptance,action_instruction,"Please visit our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website for details of our admissions policies, programmes on offer and their entrance requirements, and other admission-related information before you submit an application.","Please visit our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website for details of our admissions policies, programmes on offer and their entrance requirements, and other admission-related information before you submit an application.",How can I get information on programmes and admission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0203_03,submit_conditions,PolyU,offer_acceptance,action_instruction,"Once you have selected a suitable programme, you are encouraged to apply as early as possible since our academic departments will consider applications on a rolling basis until all the places are filled.","Once you have selected a suitable programme, you are encouraged to apply as early as possible since our academic departments will consider applications on a rolling basis until all the places are filled.",How can I get information on programmes and admission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__pay_tuition__action_url__0205_00,pay_tuition,PolyU,payment,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/non-local-applicants-tpg,https://www.polyu.edu.hk/study/pg/taught-postgraduate/non-local-applicants-tpg,Who are non-local applicants?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,high,2026-06-30
polyu__pay_tuition__action_instruction__0205_01,pay_tuition,PolyU,payment,action_instruction,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/non-local-applicants-tpg) for the definition of non-local applicants.,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/non-local-applicants-tpg) for the definition of non-local applicants.,Who are non-local applicants?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__pay_tuition__action_instruction__0205_02,pay_tuition,PolyU,payment,action_instruction,It is therefore important for applicants to indicate their identity correctly when they submit their application(s).,It is therefore important for applicants to indicate their identity correctly when they submit their application(s).,Who are non-local applicants?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_url__0212_00,submit_conditions,PolyU,offer_acceptance,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/subject-based-admission-tpg,https://www.polyu.edu.hk/study/pg/taught-postgraduate/subject-based-admission-tpg,What can I do if I do not intend to pursue a formal academic award but am interested in some subjects offered under some programmes?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0212_01,submit_conditions,PolyU,offer_acceptance,action_instruction,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/subject-based-admission-tpg) for details.,Please click here (https://www.polyu.edu.hk/study/pg/taught-postgraduate/subject-based-admission-tpg) for details.,What can I do if I do not intend to pursue a formal academic award but am interested in some subjects offered under some programmes?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_student_visa__action_url__0215_00,apply_student_visa,PolyU,visa,action_url,https://www.polyu.edu.hk/ar/web/en/for-polyu-students/student-handbook/index.html,https://www.polyu.edu.hk/ar/web/en/for-polyu-students/student-handbook/index.html,Are non-local students eligible for financial assistance? Can they take up part-time jobs?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_student_visa__deadline__0215_01,apply_student_visa,PolyU,visa,deadline,"Therefore students have to ensure that they have adequate funds to cover tuition fees, accommodation and other expenses, including medical insurance before accepting the offer to study at PolyU.","Therefore students have to ensure that they have adequate funds to cover tuition fees, accommodation and other expenses, including medical insurance before accepting the offer to study at PolyU.",Are non-local students eligible for financial assistance? Can they take up part-time jobs?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_student_visa__action_instruction__0215_02,apply_student_visa,PolyU,visa,action_instruction,"Therefore students have to ensure that they have adequate funds to cover tuition fees, accommodation and other expenses, including medical insurance before accepting the offer to study at PolyU.","Therefore students have to ensure that they have adequate funds to cover tuition fees, accommodation and other expenses, including medical insurance before accepting the offer to study at PolyU.",Are non-local students eligible for financial assistance? Can they take up part-time jobs?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_student_visa__deadline__0215_03,apply_student_visa,PolyU,visa,deadline,"Notwithstanding the above, non-local students studying a full-time programme at degree level or above with a study period of not less than one academic year will be allowed to take up part-time on-campus employment and summer jobs subject to the conditions as stipulated by the Immigration Department of Hong Kong Special Administrative Region.","Notwithstanding the above, non-local students studying a full-time programme at degree level or above with a study period of not less than one academic year will be allowed to take up part-time on-campus employment and summer jobs subject to the conditions as stipulated by the Immigration Department of Hong Kong Special Administrative Region.",Are non-local students eligible for financial assistance? Can they take up part-time jobs?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_accommodation__action_url__0216_00,apply_accommodation,PolyU,housing,action_url,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/,Are non-local students eligible for applying for hall residence?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,high,2026-06-30
polyu__apply_accommodation__action_url__0216_01,apply_accommodation,PolyU,housing,action_url,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/,https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/,Are non-local students eligible for applying for hall residence?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,high,2026-06-30
polyu__apply_accommodation__action_instruction__0216_02,apply_accommodation,PolyU,housing,action_instruction,Please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/) for details.,Please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/) for details.,Are non-local students eligible for applying for hall residence?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_accommodation__deadline__0216_03,apply_accommodation,PolyU,housing,deadline,"To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission","To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission",Are non-local students eligible for applying for hall residence?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__apply_accommodation__action_instruction__0216_04,apply_accommodation,PolyU,housing,action_instruction,"To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission","To check out further information on accommodation, please click here (https://www.polyu.edu.hk/sao/student-resources-and-support-section/non-local-student-services/living-and-working-in-hong-kong/off-campus-accommodation-information/) Before Application Submission",Are non-local students eligible for applying for hall residence?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0218_00,submit_conditions,PolyU,offer_acceptance,required_document,"If you have not yet received your results/transcript(s)/certificate(s) when you apply, please indicate in your application the date on which they will be available.",transcript; certificate,What should I do if my results are not yet available when I submit my application?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0218_01,submit_conditions,PolyU,offer_acceptance,action_instruction,"If you have not yet received your results/transcript(s)/certificate(s) when you apply, please indicate in your application the date on which they will be available.","If you have not yet received your results/transcript(s)/certificate(s) when you apply, please indicate in your application the date on which they will be available.",What should I do if my results are not yet available when I submit my application?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0218_02,submit_conditions,PolyU,offer_acceptance,deadline,You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.,You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.,What should I do if my results are not yet available when I submit my application?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0218_03,submit_conditions,PolyU,offer_acceptance,required_document,You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.,transcript; certificate,What should I do if my results are not yet available when I submit my application?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0218_04,submit_conditions,PolyU,offer_acceptance,action_instruction,You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.,You should update your results and upload your final official transcript(s)/certificate(s) to your application on or before the date which you have specified.,What should I do if my results are not yet available when I submit my application?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0219_01,submit_conditions,PolyU,offer_acceptance,required_document,You are required to upload your identity document transcript(s)/certificate(s) in support of your qualifications and other documents (including official English translation if your documents are not in English) as specifically required for your programme choices when you submit your application.,document; documents; transcript; certificate; translation,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0219_02,submit_conditions,PolyU,offer_acceptance,action_instruction,You are required to upload your identity document transcript(s)/certificate(s) in support of your qualifications and other documents (including official English translation if your documents are not in English) as specifically required for your programme choices when you submit your application.,You are required to upload your identity document transcript(s)/certificate(s) in support of your qualifications and other documents (including official English translation if your documents are not in English) as specifically required for your programme choices when you submit your application.,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0219_03,submit_conditions,PolyU,offer_acceptance,required_document,Please check the details at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,document; documents,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0219_04,submit_conditions,PolyU,offer_acceptance,action_instruction,Please check the details at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,Please check the details at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0219_05,submit_conditions,PolyU,offer_acceptance,required_document,Failure to complete the online application form properly and failure to submit the required documents may affect your chances of admission.,document; documents; application form,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0219_06,submit_conditions,PolyU,offer_acceptance,action_instruction,Failure to complete the online application form properly and failure to submit the required documents may affect your chances of admission.,Failure to complete the online application form properly and failure to submit the required documents may affect your chances of admission.,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0219_07,submit_conditions,PolyU,offer_acceptance,deadline,You need not submit more documents than required as non-required documents will not be considered by departments.,You need not submit more documents than required as non-required documents will not be considered by departments.,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0219_08,submit_conditions,PolyU,offer_acceptance,required_document,You need not submit more documents than required as non-required documents will not be considered by departments.,document; documents,Should I submit additional/supporting documents?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0223_00,submit_conditions,PolyU,offer_acceptance,action_instruction,You are not required to specify this when you submit your application.,You are not required to specify this when you submit your application.,What should I do if I want to apply for credit transfer?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__pay_tuition__action_instruction__0225_00,pay_tuition,PolyU,payment,action_instruction,You are however still eligible to apply for admission to other programmes.,You are however still eligible to apply for admission to other programmes.,Can I apply for re-admission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0230_01,submit_conditions,PolyU,offer_acceptance,required_document,"You are allowed to submit further documents after application submission, except if you are being considered for an offer.",document; documents,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0230_02,submit_conditions,PolyU,offer_acceptance,action_instruction,"You are allowed to submit further documents after application submission, except if you are being considered for an offer.","You are allowed to submit further documents after application submission, except if you are being considered for an offer.",What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0230_03,submit_conditions,PolyU,offer_acceptance,required_document,Please scan the documents and log into your eAdmission account for the upload.,document; documents,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0230_04,submit_conditions,PolyU,offer_acceptance,action_instruction,Please scan the documents and log into your eAdmission account for the upload.,Please scan the documents and log into your eAdmission account for the upload.,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0230_05,submit_conditions,PolyU,offer_acceptance,deadline,You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0230_06,submit_conditions,PolyU,offer_acceptance,required_document,You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,document; documents,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0230_07,submit_conditions,PolyU,offer_acceptance,action_instruction,You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,You may wish to check the supporting documents specifically required by individual programmes at our Study@PolyU (https://www.polyu.edu.hk/study/pg/taught-postgraduate) website (select “Applying to PolyU” at the top menu bar > click the “Additional Documents Required” section).,What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0230_08,submit_conditions,PolyU,offer_acceptance,deadline,"Please, however, note that you need not submit more documents than required as non-required documents will not be considered by departments.","Please, however, note that you need not submit more documents than required as non-required documents will not be considered by departments.",What should I do if I want to submit additional/supporting documents after application submission?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_url__0231_00,submit_conditions,PolyU,offer_acceptance,action_url,https://www.polyu.edu.hk/study/pg/enquiry,https://www.polyu.edu.hk/study/pg/enquiry,How can I verify my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__action_instruction__0231_01,submit_conditions,PolyU,offer_acceptance,action_instruction,Please log into your eAdmission account to verify your application data.,Please log into your eAdmission account to verify your application data.,How can I verify my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__required_document__0231_02,submit_conditions,PolyU,offer_acceptance,required_document,"As the information you entered in the online application form will form the basis on which your application will be considered, you should make sure that it is complete and accurate.",application form,How can I verify my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
polyu__submit_conditions__deadline__0232_00,submit_conditions,PolyU,offer_acceptance,deadline,"Most of the data which you have entered, except for the programme choice(s), can be changed after your application has been submitted but before you are being considered for an offer.","Most of the data which you have entered, except for the programme choice(s), can be changed after your application has been submitted but before you are being considered for an offer.",How can I update my application data?,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,medium,2026-06-30
