evidence_id,school,task_code,stage,evidence_type,source_url,source_question,confidence,text_char_count,task_keyword_hit_count,field_keyword_hit_count,source_stage_match,source_page_type,normalized_value_present,low_quality_flags,quality_score,quality_decision,notes,reviewed_at
hkust__pay_deposit__action_instruction__0169_03,HKUST,pay_deposit,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have received an admission offer online. What should I do next?,medium,175,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__deadline__0170_00,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,How should I notify the University that I have met the offer conditions?,medium,140,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0170_01,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,How should I notify the University that I have met the offer conditions?,medium,140,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0170_02,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How should I notify the University that I have met the offer conditions?,medium,140,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__pay_deposit__action_instruction__0171_00,HKUST,pay_deposit,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How can I pay the deposit for accepting the offer?,medium,117,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__pay_deposit__deadline__0171_01,HKUST,pay_deposit,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,How can I pay the deposit for accepting the offer?,medium,48,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__pay_deposit__action_instruction__0171_02,HKUST,pay_deposit,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How can I pay the deposit for accepting the offer?,medium,48,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0172_00,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,88,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__action_instruction__0172_01,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,88,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__deadline__0172_02,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,171,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0172_03,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,171,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0172_04,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,171,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0172_05,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,60,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__action_instruction__0172_06,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,I have accepted the offer. What supporting documents should I submit and how?,medium,60,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__deadline__0173_00,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,729,3,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkust__submit_conditions__required_document__0173_01,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,729,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0173_02,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,729,3,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkust__submit_conditions__deadline__0173_03,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,106,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,15,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
hkust__submit_conditions__required_document__0173_04,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,106,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__required_document__0173_05,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,91,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__action_instruction__0173_06,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,91,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__deadline__0173_07,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,What do you mean by official certified true copies?,medium,119,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__deadline__0176_00,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,114,1,0,yes,faq,yes,field_keyword_weak,15,reject,field_keyword_weak,2026-06-30
hkust__submit_conditions__required_document__0176_01,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,114,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0176_02,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,145,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0176_03,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,145,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0176_04,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,248,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0176_05,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Can I arrange electronic transcript for qualification verification?,low,248,1,0,yes,faq,yes,field_keyword_weak,15,reject,field_keyword_weak,2026-06-30
hkust__submit_conditions__deadline__0177_00,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,104,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,15,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
hkust__submit_conditions__required_document__0177_01,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,104,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__deadline__0177_02,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,88,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,15,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
hkust__submit_conditions__required_document__0177_03,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,88,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__action_instruction__0177_04,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,88,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__required_document__0177_05,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,65,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__action_instruction__0177_06,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the supporting documents to?,medium,65,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__submit_conditions__required_document__0178_00,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my supporting documents, what’s next?",low,69,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__action_instruction__0178_01,HKUST,submit_conditions,offer_acceptance,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my supporting documents, what’s next?",low,69,0,3,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__deadline__0178_02,HKUST,submit_conditions,offer_acceptance,deadline,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my supporting documents, what’s next?",low,156,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__required_document__0178_03,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my supporting documents, what’s next?",low,156,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkust__submit_conditions__required_document__0178_04,HKUST,submit_conditions,offer_acceptance,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my supporting documents, what’s next?",low,81,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
hkust__apply_student_visa__deadline__0179_00,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,57,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0179_01,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,57,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0179_02,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,57,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0179_03,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,99,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0179_04,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,99,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0179_05,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have submitted my visa application online, what’s next?",medium,57,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0180_00,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How do I know the status of my student visa/ entry permit application?,medium,87,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkust__apply_student_visa__action_instruction__0180_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How do I know the status of my student visa/ entry permit application?,medium,111,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__deadline__0180_02,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,How do I know the status of my student visa/ entry permit application?,medium,92,3,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0181_00,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Do I need to activate my student visa/ student status in Hong Kong?,medium,56,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0182_00,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Can I apply for a dependent visa for my family member through HKUST?,medium,95,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0182_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Can I apply for a dependent visa for my family member through HKUST?,medium,68,2,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0182_02,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Can I apply for a dependent visa for my family member through HKUST?,medium,119,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0183_00,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Do I need a student visa/ entry permit?,medium,232,3,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__deadline__0184_00,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,How should I apply for the student visa/ entry permit?,medium,78,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkust__apply_student_visa__action_instruction__0184_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How should I apply for the student visa/ entry permit?,medium,78,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0184_02,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How should I apply for the student visa/ entry permit?,medium,62,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0184_03,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,How should I apply for the student visa/ entry permit?,medium,88,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__deadline__0185_00,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,When should I apply for the student visa/ entry permit?,medium,499,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0185_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,When should I apply for the student visa/ entry permit?,medium,499,2,3,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0185_02,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,When should I apply for the student visa/ entry permit?,medium,108,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0186_00,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What documents are required for the visa application?,medium,87,2,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0186_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,What documents are required for the visa application?,medium,87,2,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__deadline__0186_02,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,What documents are required for the visa application?,medium,95,1,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
hkust__apply_student_visa__required_document__0186_03,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What documents are required for the visa application?,medium,95,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0186_04,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,What documents are required for the visa application?,medium,95,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0187_00,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What amount should I put as financial proof?,medium,121,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
hkust__apply_student_visa__required_document__0187_01,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What amount should I put as financial proof?,medium,151,1,4,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0187_02,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,What amount should I put as financial proof?,medium,123,0,2,yes,faq,yes,admission_noise; task_keyword_mismatch,30,reject,admission_noise; task_keyword_mismatch,2026-06-30
hkust__apply_student_visa__required_document__0188_00,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the visa application documents to?,medium,311,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0188_01,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,Where should I send the visa application documents to?,medium,311,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0189_00,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have sent my paper visa application, what’s next?",medium,45,1,2,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__required_document__0189_01,HKUST,apply_student_visa,visa,required_document,https://fytgs.hkust.edu.hk/admissions/faq,"I have sent my paper visa application, what’s next?",medium,295,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0189_02,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have sent my paper visa application, what’s next?",medium,295,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__action_instruction__0189_03,HKUST,apply_student_visa,visa,action_instruction,https://fytgs.hkust.edu.hk/admissions/faq,"I have sent my paper visa application, what’s next?",medium,93,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
hkust__apply_student_visa__deadline__0189_04,HKUST,apply_student_visa,visa,deadline,https://fytgs.hkust.edu.hk/admissions/faq,"I have sent my paper visa application, what’s next?",medium,124,2,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
lingnan__pay_deposit__action_instruction__0192_00,Lingnan,pay_deposit,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Can I apply for more than one programme? Will it affect my chance of success?,medium,130,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
lingnan__pay_deposit__action_instruction__0192_01,Lingnan,pay_deposit,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Can I apply for more than one programme? Will it affect my chance of success?,medium,112,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
lingnan__submit_conditions__required_document__0194_00,Lingnan,submit_conditions,offer_acceptance,required_document,https://www.ln.edu.hk/sgs/tpg/applications/faqs,What kind of supporting documents will be needed for considering my application?,low,74,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
lingnan__submit_conditions__action_instruction__0194_01,Lingnan,submit_conditions,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,What kind of supporting documents will be needed for considering my application?,low,74,0,1,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
lingnan__submit_conditions__action_instruction__0196_00,Lingnan,submit_conditions,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,"If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",medium,138,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
lingnan__submit_conditions__action_instruction__0196_01,Lingnan,submit_conditions,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,"If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",medium,94,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
lingnan__submit_conditions__action_instruction__0196_02,Lingnan,submit_conditions,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,"If my TOEFL or IELTS score does not meet the requirement of the programme, could I use other means to demonstrate my English proficiency? Can the CET conducted by universities in China be used to substitute TOEFL or IELTS?",medium,85,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,15,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
lingnan__apply_accommodation__deadline__0198_00,Lingnan,apply_accommodation,housing,deadline,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to attend an interview?,medium,99,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
lingnan__accept_offer__deadline__0200_00,Lingnan,accept_offer,offer_acceptance,deadline,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to submit reference letters?,low,209,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,0,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
lingnan__accept_offer__action_instruction__0200_01,Lingnan,accept_offer,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to submit reference letters?,low,209,0,4,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
lingnan__accept_offer__action_instruction__0200_02,Lingnan,accept_offer,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to submit reference letters?,low,180,1,1,yes,faq,yes,,40,reject,rule checks passed,2026-06-30
lingnan__accept_offer__deadline__0200_03,Lingnan,accept_offer,offer_acceptance,deadline,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to submit reference letters?,low,133,0,0,yes,faq,yes,task_keyword_mismatch; field_keyword_weak,0,reject,task_keyword_mismatch; field_keyword_weak,2026-06-30
lingnan__accept_offer__action_instruction__0200_04,Lingnan,accept_offer,offer_acceptance,action_instruction,https://www.ln.edu.hk/sgs/tpg/applications/faqs,Do I need to submit reference letters?,low,133,0,2,yes,faq,yes,task_keyword_mismatch,0,reject,task_keyword_mismatch,2026-06-30
polyu__submit_conditions__action_url__0203_00,PolyU,submit_conditions,offer_acceptance,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,How can I get information on programmes and admission?,medium,53,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
polyu__submit_conditions__deadline__0203_01,PolyU,submit_conditions,offer_acceptance,deadline,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,How can I get information on programmes and admission?,medium,259,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__submit_conditions__action_instruction__0203_02,PolyU,submit_conditions,offer_acceptance,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,How can I get information on programmes and admission?,medium,259,0,2,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__submit_conditions__action_instruction__0203_03,PolyU,submit_conditions,offer_acceptance,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,How can I get information on programmes and admission?,medium,203,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__pay_tuition__action_url__0205_00,PolyU,pay_tuition,payment,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Who are non-local applicants?,high,78,0,1,yes,faq,yes,,75,keep,rule checks passed,2026-06-30
polyu__pay_tuition__action_instruction__0205_01,PolyU,pay_tuition,payment,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Who are non-local applicants?,medium,142,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__pay_tuition__action_instruction__0205_02,PolyU,pay_tuition,payment,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Who are non-local applicants?,medium,116,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__submit_conditions__action_url__0212_00,PolyU,submit_conditions,offer_acceptance,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,What can I do if I do not intend to pursue a formal academic award but am interested in some subjects offered under some programmes?,medium,81,0,1,yes,faq,yes,,65,review,rule checks passed,2026-06-30
polyu__submit_conditions__action_instruction__0212_01,PolyU,submit_conditions,offer_acceptance,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,What can I do if I do not intend to pursue a formal academic award but am interested in some subjects offered under some programmes?,medium,114,0,1,yes,faq,yes,task_keyword_mismatch,40,reject,task_keyword_mismatch,2026-06-30
polyu__apply_student_visa__action_url__0215_00,PolyU,apply_student_visa,visa,action_url,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Are non-local students eligible for financial assistance? Can they take up part-time jobs?,medium,81,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
polyu__apply_student_visa__deadline__0215_01,PolyU,apply_student_visa,visa,deadline,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Are non-local students eligible for financial assistance? Can they take up part-time jobs?,medium,194,1,1,yes,faq,yes,,90,keep,rule checks passed,2026-06-30
polyu__apply_student_visa__action_instruction__0215_02,PolyU,apply_student_visa,visa,action_instruction,https://www.polyu.edu.hk/study/pg/taught-postgraduate/frequently-asked-questions-tpg,Are non-local students eligible for financial assistance? Can they take up part-time jobs?,medium,194,1,0,yes,faq,yes,field_keyword_weak,65,review,field_keyword_weak,2026-06-30
